"Doc/Sentence Index","Mention Index/Total","Sentence","Mention","Head","AFET Labels","Turk General Labels","Turk Fine Labels","Prediction"
"/abc/00/abc_0045.parse0","4/6","American Mideast peace envoy Dennis Ross goes to Morocco this week for <a>XXXX</a> with Palestinian President Yasser Arafat .","meetings","meetings","[]","['event:2', 'action:1']","[['occasion', 1], ['talk', 1], ['consultation', 1], ['holiday', 1], ['discussion', 1]]"
"/abc/00/abc_0055.parse20","1/4","He blocked <a>XXXX</a> of Missouri Supreme Court Judge Ronnie White to the federal bench .","the nomination","nomination","[]","['person:1', 'event:1', 'object:1']","[['bench', 1], ['speech', 1], ['movement', 1], ['progression', 1], ['succession', 1], ['law', 1], ['bill', 1], ['lawyer', 1]]"
"/bn/cnn/00/cnn_0058.parse15","4/5","It 's still way too early to talk about American retaliation for the `` Cole '' , because <a>XXXX</a> 's still not known who to retaliate against .","it","it","[]","['person:1', 'place:1', 'persons:1']","[['country', 1], ['people', 1]]"
"/bn/cnn/00/cnn_0063.parse20","4/12","Israeli Defense Force officials say he was a member of <a>XXXX</a> , a charge denied by the Palestinians .","the Tanzim militia , an arm of the Fatah party","militia","[]","['organisation:1', 'group:2', 'organization:1', 'event:1', 'people:1']","[['election', 1], ['organization', 1], ['terrorist', 1], ['group', 1], ['labour_union', 1]]"
"/bn/cnn/01/cnn_0134.parse5","6/14","I think that maybe he now has more chance than he had before , but I want to assure <a>XXXX</a> that no matter who is going to be our candidate , we will be back in power , while the Likud will be back in power .","him","him","[]","['person:2', 'event:1', 'people:1']","[['selection', 1], ['citizen', 2], ['follower', 1], ['people', 1], ['group', 1], ['listener', 1], ['countryman', 1], ['member', 1], ['voter', 1], ['friend', 1]]"
"/bn/cnn/01/cnn_0145.parse9","1/3","Rounding out the week , <a>XXXX</a> and November durable goods .","November personal income and outlays figures","figures","[]","['date:1']","[['spice', 1], ['month', 1], ['crop', 1], ['foodstuff', 1], ['fabric', 1]]"
"/bn/cnn/01/cnn_0187.parse2","3/5","It may not be a large tanker by <a>XXXX</a> , but this is a uniquely fragile and precious marine environment .","international standards","standards","[]","['place:1', 'idea:1']","[['organisation', 1], ['company', 1], ['relativity', 1], ['business', 1], ['comparison', 1]]"
"/bn/cnn/02/cnn_0239.parse5","0/6","That 's what <a>XXXX</a> really like about the jam community , its acceptance of improvizational music , despite whatever region or genre .","I","I","[]","['person:3']","[['music', 1], ['singer', 1], ['artist', 1], ['community', 1], ['musician', 1], ['customer', 1], ['group', 1], ['people', 1]]"
"/bn/cnn/02/cnn_0260.parse5","1/10","It sounds to <a>XXXX</a> like some rats at my former network , NBC , are spreading some lies about me .","me","me","[]","['person:4']","[['scientist', 1], ['reporter', 1], ['liar', 1], ['television_personality', 1], ['anchor', 1], ['analyst', 1]]"
"/bn/cnn/02/cnn_0289.parse4","4/5","If the workers do n't approve the steep cutbacks American says it will file for <a>XXXX</a> .","bankruptcy","bankruptcy","[]","['crime:1', 'event:2', 'idea:1']","[['bankruptcy', 2], ['policy', 1], ['field', 1], ['idea', 1]]"
"/bn/cnn/03/cnn_0319.parse8","1/6","Might get more information from <a>XXXX</a> when he delivers that speech over at the press club in the next hour .","Secretary Tom Ridge","Ridge","[]","['person:3', 'object:1']","[['television', 1], ['president', 2], ['chief', 1], ['leader', 1], ['head', 1], ['minister', 1], ['radio', 1]]"
"/bn/cnn/03/cnn_0332.parse3","2/5","Arthel Neville is joining us from <a>XXXX</a> in Atlanta with details .","the CNN newsroom","newsroom","[]","['place:3', 'location:2']","[['city', 1], ['place', 1], ['spot', 1], ['location', 1], ['game', 1], ['station', 1], ['town', 1]]"
"/bn/cnn/03/cnn_0360.parse2","5/6","I 'll try to explain it the best I can from what I remember from being on <a>XXXX</a> .","the `` USS Abraham Lincoln ''","Lincoln","[]","['organisation:1', 'event:2']","[['television', 1], ['radio', 1], ['television_channel', 1]]"
"/bn/cnn/04/cnn_0431.parse7","0/6","<a>XXXX</a> know her only by her initial , this mother - to - be , JDS .","We","We","[]","['person:3', 'persons:1', 'people:1']","[['world', 1], ['follower', 1], ['reader', 1], ['people', 2], ['friend', 2], ['fan', 1], ['society', 1]]"
"/bn/p2.5_a2e/00/p2.5_a2e_0024.parse2","11/13","The efforts that engineering and technical cadres and personnel in the Iraqi Drilling Company exerted have been interlinked , through the completion of seventy - five oil producing wells in the south fields , and in <a>XXXX</a> than the determined period .","two months less time","time","[]","['place:2', 'event:1', 'object:1', 'location:1']","[['country', 1], ['oil', 1], ['effort', 1], ['oil_field', 1], ['natural_resource', 1], ['completion', 1], ['location', 1], ['area', 1]]"
"/bn/p2.5_c2e/00/p2.5_c2e_0005.parse7","3/9","Taiyuan University of Technology , because <a>XXXX</a> is looking for jobs , uh , so here , there is quite a lot of , this , information here .","everybody who comes to stay here","everybody","[]","['person:2', 'people:1']","[['student', 1], ['company', 1], ['friend', 1]]"
"/bn/p2.5_c2e/00/p2.5_c2e_0010.parse8","3/7","Because , uh , they also feel that , uh , presently , uh , that sometimes single entities may result in too great of <a>XXXX</a> , so they hope that , eh , similar proposals like this can be joined together as much as possible .","a number","number","[]","['event:1', 'object:1']","[['failure', 1], ['organization', 1], ['power', 1], ['monopoly', 1], ['loss', 1]]"
"/bn/p2.5_c2e/00/p2.5_c2e_0021.parse2","7/10","But when it comes to using real butterflies as material , have you ever seen artistic expressions on <a>XXXX</a> using butterflies ' wings ?","paintings","paintings","[]","['object:4']","[['storage', 1], ['canvas', 3], ['medium', 2], ['wood', 1], ['paper', 2]]"
"/bn/p2.5_c2e/00/p2.5_c2e_0055.parse2","4/14","In the report to be submitted to Congress , <a>XXXX</a> Office said that China 's reforms since its WTO entry had provided plenty of benefits for U.S. enterprises and consumers .","the U.S. Trade Representative 's","Representative","[]","['organisation:1', 'place:1', 'organization:1', 'object:1']","[['parliament', 1], ['department', 1], ['country', 1], ['congress', 1]]"
"/cctv/00/cctv_0002.parse450","4/6","China has also significantly improved its relations with all neighboring countries with <a>XXXX</a> of Japan .","the exception","exception","[]","['event:1']","[['association', 1], ['help', 2], ['exclusion', 1], ['relation', 1], ['cooperation', 1], ['denial', 1], ['idea', 1]]"
"/cnn/00/cnn_0001.parse174","2/3","They really know how to make things out of <a>XXXX</a> /.","nothing","nothing","[]","['event:1', 'object:3']","[['plastic', 1], ['goodness', 1], ['metal', 1], ['item', 1], ['wood', 1], ['product', 1], ['paper', 2]]"
"/cnn/00/cnn_0001.parse637","0/1","<a>XXXX</a> are hesitant to venture into the largely African and Muslim neighborhoods /.","Police","Police","[]","['person:3', 'persons:1', 'people:1']","[['politician', 1], ['police', 1], ['people', 1]]"
"/cnn/00/cnn_0002.parse23","10/13","Students tonight saying he was very well - liked very approachable the kind of teacher who would actually give you lunch money if you forgot to bring <a>XXXX</a> with you that day /.","it","it","[]","['food:1', 'object:3']","[['food', 1], ['money', 1], ['tiffin', 1], ['box', 1], ['lunch', 2]]"
"/cnn/00/cnn_0002.parse201","0/2","<a>XXXX</a> 'll check in with you a little bit later /.","We","We","[]","['person:2']","[['employee', 1], ['ambassador', 1], ['analyst', 1], ['manager', 1]]"
"/cnn/00/cnn_0003.parse123","0/5","And <a>XXXX</a> think that I hid my symptoms pretty well for most of my life /.","I","I","[]","['person:3']","[['professional', 1], ['parent', 1], ['family', 1], ['doctor', 2], ['analyst', 1], ['friend', 1]]"
"/cnn/00/cnn_0006.parse313","3/4","When we come back we 'll continue our conversation with <a>XXXX</a> /.","Senators Lieberman and Kyl","Lieberman","[]","['person:4']","[['public_figure', 1], ['celebrity', 1], ['policy_maker', 1], ['interviewee', 1], ['actor', 1], ['friend', 2]]"
"/cnn/00/cnn_0008.parse193","12/24","what we have speculated is that it might be a much more tangled web that Fitzgerald is after the whole Iraq White House group the group that uh in <a>XXXX</a> office with Libby and Rove and Mary Matalin and Condoleezza Rice and a lot of administration officials basically sold um a war to the American public based on lies /.","Cheney 's","Cheney","[]","['person:1', 'object:1', 'people:1']","[['officer', 1], ['organization', 1], ['current', 1], ['group', 1], ['building', 1], ['department', 1], ['office', 1]]"
"/cnn/00/cnn_0008.parse486","7/12","You quoted one US senior official and what the President of the United States and the Vice President and <a>XXXX</a> are saying to reporters every day /.","the dis- Secretary of Defense","Secretary","[]","['person:4', 'people:1']","[['politician', 2], ['polititian', 1], ['representant', 1], ['treasurer', 1], ['congressman', 1], ['leader', 2], ['secretary', 1]]"
"/msnbc/00/msnbc_0000.parse286","4/10","If it pans out it 's true I think <a>XXXX</a> himself should prosecute without respect to whether it would have been pro or anti Michael Jackson /.","Tom Sneddon","Sneddon","[]","['person:3']","[['judge', 1], ['victim', 1], ['attorney', 1], ['prosecutor', 1], ['lawyer', 2]]"
"/msnbc/00/msnbc_0001.parse447","5/10","Look as you know twice a show we put out the pictures of <a>XXXX</a> uh who have not reported to the authorities in the hope that we can help in that effort /.","wanted sex offenders","offenders","[]","['person:2']","[['politician', 1], ['fugitive', 1]]"
"/msnbc/00/msnbc_0001.parse544","3/7","If this is true does n't this contradict that we are now safer that for invading Iraq <a>XXXX</a> the White House has been saying for a long time now /?","rhetoric","rhetoric","[]","['thing:1', 'object:1']","[['war', 1], ['city', 1]]"
"/msnbc/00/msnbc_0003.parse61","1/2","I disagree with my my friend and respected colleague <a>XXXX</a> /.","Trent Lott","Lott","[]","['person:6']","[['leader', 1], ['associate', 1], ['president', 1], ['colleague', 1], ['employee', 1], ['professor', 1], ['coworker', 2]]"
"/msnbc/00/msnbc_0004.parse195","0/9","<a>XXXX</a> Secretary of State of Ohio and US congressman Sherrod Brown of Ohio /.","Ken Blackwell","Blackwell","[]","['person:3', 'country:1']","[['champion', 1], ['republic', 1], ['nation', 1], ['leader', 1], ['secretary', 2], ['politician', 1]]"
"/msnbc/00/msnbc_0004.parse572","0/5","<a>XXXX</a> is a tough smart resourceful politician with a sense of where she 'd like to take the country /.","She","She","[]","['person:5']","[['politics', 1], ['country', 1], ['politician', 3], ['prime_minister', 1]]"
"/msnbc/00/msnbc_0005.parse417","5/10","Um I mean it 's -- it 's -- it 's -- I mean getting out there and looking around wandering around <a>XXXX</a> looking for good news sounds to me like a good way to get killed /.","Iraq","Iraq","[]","['place:2', 'event:1', 'location:2']","[['city', 2], ['laugh', 1], ['building', 1], ['country', 1], ['street', 2], ['town', 2]]"
"/msnbc/00/msnbc_0005.parse447","3/7","Yes I mean s- I mean I 'm d- -- <a>XXXX</a> 'm -- these are gradations here in Wh- -- in White House response /.","I","I","[]","['person:1']","[['spokesman', 1]]"
"/msnbc/00/msnbc_0007.parse514","3/23","I do think and I here I agree with both of <a>XXXX</a> as Bob Galluci pointed out without that agreed framework North Korea by all the calculations of the experts would now have fifty nuclear weapons /.","the other gentlemen you have on the show who have shown it 's possible to reach an agreement with North Korea and to get agreements that serve our interests The much maligned agreed framework","gentlemen","[]","['thing:1', 'event:1', 'person:1']","[['member', 1], ['chief', 1], ['minister', 1], ['company', 1]]"
"/nw/p2.5_a2e/00/p2.5_a2e_0006.parse7","8/11","Doctor Mohammed Abdulkarim , pediatrics and neonatology consultant monitoring the children 's condition at the Alawi Tunisi Hospital , said that <a>XXXX</a> were in stable condition and did not need intensive care .","the children","children","[]","['person:3', 'people:1']","[['baby', 1], ['child', 3], ['hospital', 1], ['resident', 1]]"
"/nw/p2.5_a2e/00/p2.5_a2e_0041.parse0","16/34","The Jordanian Minister of Energy and Mineral Wealth , Khaled Al Shraideh , said at the Eighth Arab Conference on the Use of Atomic Energy for Peaceful Purposes , which was opened here today , <a>XXXX</a> , that the uses of atomic energy have contibuted to all areas of life and have positively affected economic and social growth in different countries of the world , whether in combating serious diseases , improving the quality of industrial and agricultural production , producing electricity , or desalinating water .","Sunday","Sunday","[]","['event:1']","[['resource', 1], ['politics', 1], ['development', 1], ['economy', 1], ['war', 1], ['conference', 1], ['nation', 1]]"
"/nw/p2.5_c2e/00/p2.5_c2e_0039.parse0","11/19","To celebrate the 10th anniversary of Hong Kong 's return to the motherland , a prize - containing essay competition entitled "" The 10th Anniversary of Hong Kong 's Return Through My Eyes "" sponsored by the station of <a>XXXX</a> , a China National Radio program aired to Hong Kong and Macao regions , started today in Beijing .","Voice of Huaxia","Voice","[]","['organisation:1', 'organization:1', 'event:1', 'location:2']","[['city', 1], ['anniversary', 1], ['radio_station', 1], ['location', 1], ['analyst', 1]]"
"/nw/p2.5_c2e/00/p2.5_c2e_0041.parse1","0/5","The 435 Chinese peacekeeping soldiers currently carrying out <a>XXXX</a> in Sudan were each awarded the UN Peace Medal of Honor .","peacekeeping duties","duties","[]","['event:2']","[['duty', 1], ['fundraiser', 1], ['work', 1], ['war', 1], ['charity', 1], ['operation', 1], ['protests', 1]]"
"/nw/wsj/00/wsj_0003.parse27","10/11","`` There 's no question that some of those workers and managers contracted asbestos - related diseases , '' said Darrell Phillips , vice president of human resources for <a>XXXX</a> .","Hollingsworth & Vose","Hollingsworth","[]","['organization:1', 'object:1', 'place:1']","[['organisation', 1], ['party', 1], ['business', 1], ['company', 2]]"
"/nw/wsj/00/wsj_0036.parse8","1/2","Private construction spending was down , but <a>XXXX</a> was up .","government building activity","activity","[]","['event:2']","[['savings', 1], ['accident', 1], ['appetite', 1], ['demand', 1], ['turnover', 1], ['waste', 1], ['labor', 1], ['budget', 1], ['policy', 1]]"
"/nw/wsj/00/wsj_0045.parse24","6/18","Mr. Kaminski , the schoolteacher , and William Mehrens , <a>XXXX</a> , concluded in a study last June that CAT test versions of Scoring High and Learning Materials should n't be used in the classroom because of their similarity to the actual test .","a Michigan State University education professor","professor","[]","['person:2', 'post:1']","[['scientist', 1], ['advisor', 1], ['researcher', 1], ['position', 1], ['administrator', 2], ['teacher', 2]]"
"/nw/wsj/00/wsj_0047.parse14","3/5","Some researchers have charged that the administration is imposing <a>XXXX</a> for top scientific posts .","new ideological tests","tests","[]","['concept:1', 'event:2', 'restriction:1']","[['threat', 1], ['accident', 1], ['law', 1], ['quota', 1], ['restriction', 1], ['bribe', 1]]"
"/nw/wsj/00/wsj_0077.parse10","2/4","As expected , a national purchasing managers ' report indicated <a>XXXX</a> continues to contract modestly .","the nation 's manufacturing sector","sector","[]","['organization:1', 'event:1', 'object:1', 'action:1']","[['commodity', 1]]"
"/nw/wsj/00/wsj_0089.parse54","0/5","Also , <a>XXXX</a> do n't always live where the bells need to be rung -- like in small , rural parishes and inner - city churches .","ringers","ringers","[]","['person:2', 'people:1']","[['clergy', 1], ['church', 1], ['minister', 1], ['villager', 1], ['cleric', 1], ['pastor', 1], ['tribe', 1], ['priest', 1]]"
"/nw/wsj/00/wsj_0096.parse43","3/15","The following were neither barred nor suspended : Stephanie Veselich Enright , <a>XXXX</a> , Calif. , fined $ 2,500 and ordered to disgorge $ 11,762 ; Stuart Lane Russel , Glendale , Calif. , fined $ 2,500 and ordered to disgorge $ 14,821 ; Devon Nilson Dahl , Fountain Valley , Calif. , fined $ 82,389 .","Rolling Hills","Hills","[]","['person:1', 'place:2', 'location:1']","[['city', 2], ['village', 1], ['town', 1]]"
"/nw/wsj/02/wsj_0207.parse22","2/9","It was all too mellow to be believed , but they probably would have gotten away with <a>XXXX</a> , had they not felt compelled to add Ms. Collins 's signature tune , `` Amazing Grace , '' and ask for audience participation .","it","it","[]","['thing:1', 'image:1', 'concept:1', 'person:1', 'action:1']","[['officer', 1], ['crime', 1], ['picture', 1], ['photo', 1]]"
"/nw/wsj/02/wsj_0210.parse14","0/4","`` <a>XXXX</a> may very well be what the Japanese banks want , '' he told Radio New Zealand .","It","It","[]","['person:1', 'event:1', 'object:1']","[['power', 1], ['chaos', 1], ['problem', 1], ['natural_disaster', 1], ['crisis', 1], ['recession', 1], ['money', 1]]"
"/nw/wsj/02/wsj_0219.parse20","5/7","LONDON INTERBANK OFFERED RATES -LRB- LIBOR -RRB- : 8 3/4 % one month ; 8 11/16 % three months ; 8 7/16 % <a>XXXX</a> ; 8 7/16 % one year .","six months","months","[]","['event:1']","[['year', 2]]"
"/nw/wsj/02/wsj_0254.parse16","3/6","Several components that track the health of <a>XXXX</a> of the economy turned down in September .","the manufacturing sector","sector","[]","['person:1', 'place:1', 'idea:1']","[['stockist', 1], ['product', 1], ['aspect', 1], ['portion', 1], ['state', 1], ['sector', 1], ['factor', 1], ['segment', 1], ['country', 1], ['component', 1]]"
"/nw/wsj/02/wsj_0283.parse21","8/9","The two , Szeto Wah and Martin Lee , were deemed unfit because they had condemned China 's crackdown on <a>XXXX</a> .","its pro-democracy movement","movement","[]","['politics:1', 'event:2']","[['firing', 1], ['uprising', 1], ['movement', 2], ['activism', 1], ['belief', 1], ['demonstration', 1], ['idea', 1], ['protests', 1], ['act', 1], ['campaign', 1]]"
"/nw/wsj/02/wsj_0288.parse7","7/9","Despite the informal nature of the session and the calculated effort to hold down expectations , the meeting could pay <a>XXXX</a> for both leaders .","significant political dividends","dividends","[]","['object:1']","[['money', 2], ['dividend', 1], ['profit', 1]]"
"/nw/wsj/03/wsj_0309.parse24","9/10","This week , a Baltimore Sun editorial said the Lantos subcommittee on HUD should forget about Sam Pierce 's testimony for the moment and call some other witnesses : <a>XXXX</a> of the 40 pork - barrel projects .","the various congressional sponsors","sponsors","[]","['person:1', 'law:1', 'event:1']","[['case', 2]]"
"/nw/wsj/03/wsj_0335.parse2","10/14","A California official also said he sent the Federal Bureau of Investigation a packet of documents relating to a previously reported $ 400,000 contribution from Lincoln 's parent solicited by <a>XXXX</a> -LRB- D. , Calif . -RRB- .","Sen. Alan Cranston","Cranston","[]","['person:3', 'object:1', 'people:1']","[['evidence', 1], ['officer', 1], ['organization', 1], ['proof', 1], ['group', 1], ['firm', 1], ['alliance', 1], ['lawyer', 1]]"
"/nw/wsj/03/wsj_0341.parse4","6/8","In addition to Unocal 's 153,000 barrel - a - day refinery near Lemont , Ill. , <a>XXXX</a> would control 17 distribution terminals , a lubricating - oil blending and packaging plant , and 131 company - owned Unocal service stations .","the new venture","venture","[]","['person:1', 'organization:1', 'place:1', 'people:1']","[['country', 1], ['organization', 1], ['manager', 1], ['continent', 1], ['group', 1], ['firm', 1], ['company', 2]]"
"/nw/wsj/03/wsj_0359.parse7","13/14","But the two groups have something very important in common : They are both havens for scared money , stocks for people who hate <a>XXXX</a> .","stocks","stocks","[]","['activity:1', 'event:2']","[['democracy', 1], ['growth', 1], ['failure', 1], ['power', 1], ['spending_money', 1], ['dictatorship', 1], ['loss', 1]]"
"/nw/wsj/03/wsj_0364.parse0","2/7","Companies listed below reported <a>XXXX</a> substantially different from the average of analysts ' estimates .","quarterly profit","profit","[]","['finance:1', 'event:1']","[['list', 1], ['growth', 1], ['profit', 3], ['expansion', 1], ['company', 1], ['loss', 1], ['stock', 1]]"
"/nw/wsj/04/wsj_0415.parse10","2/7","To avoid a runoff , one candidate would have to win 50 % of <a>XXXX</a> -- a feat that most analysts consider impossible with so many candidates running .","the vote","vote","[]","['place:1', 'object:2']","[['city', 1], ['coin', 1], ['jurisdiction', 1], ['state', 1], ['region', 1], ['population', 1], ['vote', 2], ['province', 1], ['majority', 1]]"
"/nw/wsj/04/wsj_0449.parse54","3/5","`` -LCB- Wall Street -RCB- is beginning to realize -- as Shakespeare said -- the trouble is not in <a>XXXX</a> , but in ourselves . ''","our stars","stars","[]","['person:2', 'location:1']","[['neighbor', 1], ['relationship', 1], ['ideology', 1], ['mind', 1], ['leader', 1], ['enemy', 1]]"
"/nw/wsj/04/wsj_0452.parse0","0/6","<a>XXXX</a> agreed to decide whether the federal Pension Benefit Guaranty Corp. may require LTV Corp. to reassume funding responsibility for a $ 2.3 billion shortfall in the company 's pension plans .","The Supreme Court","Court","[]","['person:2', 'organization:1', 'event:1']","[['stockist', 1], ['professional', 1], ['polititian', 1], ['bureau', 1], ['manager', 1], ['pension', 1], ['politician', 1], ['corporation', 1]]"
"/nw/wsj/05/wsj_0526.parse25","10/14","There are two exceptions : Josh -LRB- Jeffrey DeMunn -RRB- , the local doctor who has always loved Kate ; and <a>XXXX</a> -LRB- Richard Masur -RRB- , Kate 's simple - minded but affectionate brother .","Lincoln","Lincoln","[]","['person:5']","[['brother', 2], ['doctor', 1], ['man', 1]]"
